Order ID,Order Date,Month,Year,Customer Name,Customer Type,Segment,Region,Country,State,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Shipping Cost,Sales,Profit,Profit Margin,Order Priority,Payment Mode
ORD-12050,2024-07-29,Jul,2024,Thomas Crane,VIP,Corporate,East,Turks and Caicos Islands,Idaho,Cassandrastad,Furniture,Bookcases,Themselves,4,752.19,0.14,5.56,2587.53,279.11,0.11,High,UPI
ORD-12051,2022-12-10,Dec,2022,Micheal Roberts,VIP,Home Office,South,Japan,Tennessee,Danielfurt,Technology,Phones,Drug,3,758.82,0.25,36.86,1707.35,84.86,0.05,High,Card
ORD-12052,2025-06-08,Jun,2025,William Vasquez,VIP,Consumer,West,Gibraltar,Delaware,Stephenview,Technology,Phones,Visit,1,502.09,0.06,43.7,471.96,36.3,0.08,Medium,Cash
ORD-12053,2025-07-12,Jul,2025,Amanda Hutchinson,New,Consumer,Central,Iceland,Massachusetts,Meganville,Office Supplies,Binders,Finish,6,611.69,0.05,38.13,3486.63,1009.29,0.29,Critical,Net Banking
ORD-12054,2024-10-23,Oct,2024,Jennifer Ellis,Returning,Home Office,East,Turks and Caicos Islands,North Dakota,South Anthony,Furniture,Bookcases,Collection,9,192.15,0.04,16.72,1660.18,417.22,0.25,Low,Net Banking
ORD-12055,2025-07-13,Jul,2025,Shelby Brooks,VIP,Home Office,West,Bhutan,Iowa,Wardville,Technology,Accessories,One,7,593.93,0.01,29.48,4115.93,5.63,0.0,High,Card
ORD-12056,2024-02-26,Feb,2024,Tracey Jackson,Returning,Home Office,North,Romania,Michigan,Sheilachester,Technology,Phones,Everybody,10,430.1,0.23,39.48,3311.77,-65.96,-0.02,High,Card
ORD-12057,2025-08-07,Aug,2025,Shawn Shelton DDS,New,Home Office,East,Guyana,Montana,Pattersonville,Technology,Phones,Son,6,568.34,0.24,40.99,2591.63,753.55,0.29,Medium,Cash
ORD-12058,2024-09-27,Sep,2024,Holly Freeman,VIP,Corporate,East,Niger,North Dakota,Deannaberg,Technology,Phones,Decide,6,391.58,0.0,10.27,2349.48,399.52,0.17,High,Net Banking
ORD-12059,2025-08-08,Aug,2025,Katherine Smith,New,Corporate,East,Palau,Mississippi,Jamietown,Technology,Phones,Put,5,490.45,0.21,5.54,1937.28,161.88,0.08,Medium,Card
ORD-12060,2025-10-18,Oct,2025,Alyssa Ross,Returning,Corporate,Central,French Southern Territories,West Virginia,New Peterhaven,Furniture,Tables,Manager,7,671.55,0.01,21.69,4653.84,589.51,0.13,Low,UPI
ORD-12061,2022-11-29,Nov,2022,Andrea Moore,Returning,Corporate,South,Sri Lanka,Oregon,Port Lindsey,Furniture,Chairs,I,10,325.93,0.08,24.98,2998.56,43.46,0.01,Medium,Net Banking
ORD-12062,2025-10-18,Oct,2025,Anita Salazar,Returning,Corporate,Central,Nicaragua,Arkansas,New Natasha,Office Supplies,Paper,Song,5,717.55,0.25,41.85,2690.81,227.32,0.08,Critical,Cash
ORD-12063,2023-06-30,Jun,2023,Madeline Duncan,New,Corporate,East,Poland,Alaska,Lake Terrence,Furniture,Tables,Buy,1,786.64,0.15,19.93,668.64,178.7,0.27,High,Card
ORD-12064,2024-04-03,Apr,2024,Dawn Mason,VIP,Home Office,South,Congo,California,West Barbarafurt,Technology,Accessories,Argue,3,426.76,0.25,7.19,960.21,216.4,0.23,Medium,Card
ORD-12065,2025-07-25,Jul,2025,William Roberts,VIP,Corporate,South,Paraguay,Georgia,East Barbaraton,Office Supplies,Storage,Benefit,8,767.67,0.14,40.07,5281.57,-404.61,-0.08,Medium,Card
ORD-12066,2025-01-16,Jan,2025,Zachary Peterson,Returning,Corporate,North,Macedonia,Arizona,Brandonton,Technology,Accessories,Republican,7,252.71,0.27,12.52,1291.35,302.25,0.23,Low,UPI
ORD-12067,2025-10-24,Oct,2025,Michael Bennett,VIP,Consumer,East,Mali,Virginia,Robertsmouth,Technology,Laptops,Whether,1,546.91,0.22,5.29,426.59,14.92,0.03,Low,Net Banking
ORD-12068,2025-06-11,Jun,2025,Heather Harrison,Returning,Consumer,South,Dominican Republic,New Jersey,Lake Patrick,Furniture,Bookcases,Style,1,235.9,0.3,28.62,165.13,3.4,0.02,Medium,Net Banking
ORD-12069,2024-03-21,Mar,2024,Samuel Hoover,VIP,Consumer,East,Romania,Wisconsin,East Gary,Office Supplies,Storage,Old,10,66.29,0.08,47.3,609.87,72.45,0.12,Low,Cash
ORD-12070,2024-11-01,Nov,2024,Michael Davis,VIP,Consumer,West,Nicaragua,Iowa,Carterchester,Office Supplies,Storage,Interesting,6,508.48,0.11,10.29,2715.28,-76.12,-0.03,Low,Cash
ORD-12071,2025-05-21,May,2025,Robert Young,VIP,Consumer,North,Botswana,West Virginia,Jamesmouth,Technology,Accessories,Born,7,470.06,0.0,21.53,3290.42,950.77,0.29,High,Cash
ORD-12072,2025-10-01,Oct,2025,Todd Leonard,Returning,Home Office,West,Mali,Minnesota,East Matthewmouth,Technology,Laptops,Set,8,676.45,0.02,44.09,5303.37,-125.54,-0.02,Critical,Net Banking
ORD-12073,2023-11-19,Nov,2023,Jennifer Scott,VIP,Corporate,Central,Cote d'Ivoire,Montana,Geneberg,Furniture,Bookcases,List,7,657.92,0.03,46.52,4467.28,184.52,0.04,Low,Cash
ORD-12074,2025-06-10,Jun,2025,Bryan Lowe,New,Consumer,Central,Liechtenstein,Alabama,Phillipsside,Technology,Laptops,Different,10,309.4,0.17,19.21,2568.02,-20.24,-0.01,Critical,Card
ORD-12075,2025-11-21,Nov,2025,Mike Price,VIP,Consumer,South,Albania,Ohio,Wilcoxmouth,Technology,Phones,She,6,660.32,0.19,47.37,3209.16,63.69,0.02,High,UPI
ORD-12076,2024-12-14,Dec,2024,Judy Stokes,New,Home Office,East,Saint Martin,Tennessee,Floreston,Technology,Laptops,Attorney,10,379.69,0.24,19.9,2885.64,556.39,0.19,Low,Cash
ORD-12077,2023-03-01,Mar,2023,Brian Graham,VIP,Consumer,North,Pakistan,Indiana,Wandaside,Furniture,Tables,Pretty,9,578.02,0.26,15.45,3849.61,1124.94,0.29,Critical,Cash
ORD-12078,2024-02-09,Feb,2024,Richard Cruz,Returning,Consumer,East,Wallis and Futuna,Vermont,Morseville,Office Supplies,Paper,Music,4,261.16,0.08,25.32,961.07,131.19,0.14,High,Net Banking
ORD-12079,2023-08-08,Aug,2023,Robert Williams,VIP,Corporate,West,Azerbaijan,New Hampshire,South Erin,Furniture,Bookcases,Window,7,755.52,0.23,9.19,4072.25,199.68,0.05,Medium,Net Banking
ORD-12080,2023-08-19,Aug,2023,Ryan Steele,Returning,Consumer,Central,Swaziland,South Carolina,New Belindafort,Furniture,Chairs,Lay,3,323.16,0.29,24.01,688.33,-0.96,0.0,Critical,Net Banking
ORD-12081,2023-11-24,Nov,2023,Jonathan Johnson,Returning,Home Office,North,Kenya,Delaware,Riversstad,Technology,Phones,Final,7,578.57,0.3,11.7,2834.99,477.31,0.17,High,UPI
ORD-12082,2023-12-30,Dec,2023,Claudia Gross,VIP,Home Office,West,Bouvet Island (Bouvetoya),California,Reynoldshaven,Furniture,Tables,Hot,10,513.29,0.22,20.01,4003.66,38.68,0.01,Critical,Card
ORD-12083,2024-11-13,Nov,2024,Trevor Robbins,New,Home Office,Central,Seychelles,Illinois,Port Kathybury,Technology,Phones,Wear,5,298.56,0.11,46.6,1328.59,335.99,0.25,Critical,Cash
ORD-12084,2025-04-19,Apr,2025,Andrew Powers,Returning,Corporate,Central,Kuwait,Arkansas,Lake Thomas,Furniture,Bookcases,Weight,6,159.58,0.02,22.44,938.33,-78.44,-0.08,Critical,UPI
ORD-12085,2025-11-01,Nov,2025,Emily Burns,Returning,Home Office,West,Algeria,Delaware,Lake Brucemouth,Office Supplies,Paper,Clearly,6,132.34,0.03,37.29,770.22,208.2,0.27,High,Card
ORD-12086,2024-06-08,Jun,2024,Trevor Bishop,New,Home Office,West,Uruguay,North Carolina,South Deborah,Technology,Phones,Left,4,159.13,0.0,26.18,636.52,67.45,0.11,Medium,Cash
ORD-12087,2023-06-19,Jun,2023,Peter Bennett,VIP,Corporate,West,Estonia,Iowa,Diazchester,Office Supplies,Storage,Rather,5,319.5,0.26,28.52,1182.15,180.1,0.15,Low,UPI
ORD-12088,2025-02-24,Feb,2025,Sergio Richmond,VIP,Consumer,North,Congo,New Jersey,Stevenport,Office Supplies,Paper,Republican,5,770.3,0.13,14.31,3350.8,315.05,0.09,High,UPI
ORD-12089,2023-11-20,Nov,2023,Jeffrey Mckenzie,VIP,Consumer,East,Canada,Oklahoma,West Annport,Technology,Accessories,Trade,2,662.92,0.27,30.52,967.86,103.64,0.11,High,Net Banking
ORD-12090,2022-12-16,Dec,2022,Charles Mclean,VIP,Corporate,West,Bhutan,Michigan,Port Amber,Technology,Laptops,Prevent,7,698.43,0.21,35.33,3862.32,570.5,0.15,Low,Cash
ORD-12091,2023-03-15,Mar,2023,Corey Williamson,VIP,Home Office,Central,Malawi,Alaska,Weissland,Technology,Accessories,Free,1,117.09,0.23,24.22,90.16,13.49,0.15,High,UPI
ORD-12092,2025-06-26,Jun,2025,Lindsay Davis,Returning,Consumer,South,Cayman Islands,Iowa,Kennethchester,Furniture,Chairs,Budget,8,285.24,0.2,9.87,1825.54,369.55,0.2,Critical,Net Banking
ORD-12093,2024-06-29,Jun,2024,Christy Kelly,VIP,Corporate,South,Switzerland,Delaware,Joshuafort,Furniture,Tables,Billion,1,88.34,0.17,47.68,73.32,5.12,0.07,High,UPI
ORD-12094,2023-11-26,Nov,2023,Debbie Weiss,VIP,Corporate,South,Niger,Idaho,Brockhaven,Furniture,Bookcases,Raise,9,349.99,0.19,32.65,2551.43,-1.98,0.0,Critical,Card
ORD-12095,2025-05-12,May,2025,Robert Arellano,VIP,Corporate,Central,Albania,West Virginia,North Austinfurt,Technology,Accessories,Position,1,764.98,0.21,30.29,604.33,19.4,0.03,Critical,Card
ORD-12096,2023-02-15,Feb,2023,Jacob Flores,Returning,Corporate,South,French Polynesia,Kentucky,South Brandon,Office Supplies,Binders,Reduce,2,21.61,0.18,11.77,35.44,8.89,0.25,High,Cash
ORD-12097,2023-07-30,Jul,2023,Amy Campbell,VIP,Consumer,West,Belarus,New Mexico,Huertaside,Office Supplies,Binders,Field,7,94.78,0.08,20.65,610.38,91.14,0.15,High,UPI
ORD-12098,2023-01-05,Jan,2023,Erin Christensen,New,Home Office,West,Japan,Michigan,Lake Davidport,Technology,Phones,National,5,299.29,0.27,25.9,1092.41,251.21,0.23,Critical,UPI
ORD-12099,2023-08-27,Aug,2023,Melissa Crawford,Returning,Consumer,West,Niger,Delaware,Gomezchester,Office Supplies,Storage,Edge,10,451.91,0.28,15.34,3253.75,-5.15,0.0,Medium,Cash
ORD-12100,2023-08-15,Aug,2023,Shane Sanford,VIP,Home Office,South,Cape Verde,Oklahoma,Carrollchester,Office Supplies,Paper,Reveal,6,208.25,0.17,15.23,1037.09,283.17,0.27,High,Card
ORD-12101,2024-09-28,Sep,2024,Christopher Morris,New,Corporate,Central,Tonga,New Hampshire,Port Billy,Office Supplies,Binders,Beat,3,719.84,0.28,42.02,1554.85,118.58,0.08,Medium,Card
ORD-12102,2023-11-05,Nov,2023,Amanda Johnson,Returning,Corporate,West,Bouvet Island (Bouvetoya),Washington,Robertsmouth,Furniture,Bookcases,Well,9,673.84,0.0,12.56,6064.56,-265.8,-0.04,Low,Cash
ORD-12103,2025-11-23,Nov,2025,Randy Larson,VIP,Corporate,East,Poland,New York,Lukemouth,Office Supplies,Storage,Conference,4,292.34,0.23,30.07,900.41,202.22,0.22,Critical,Cash
ORD-12104,2023-03-13,Mar,2023,Edward Murray,VIP,Consumer,West,Solomon Islands,Illinois,Davidland,Furniture,Chairs,Choose,9,181.04,0.01,10.31,1613.07,70.18,0.04,Critical,Cash
ORD-12105,2025-06-15,Jun,2025,Dr. Tammy Scott,VIP,Corporate,North,Albania,North Dakota,Patricialand,Furniture,Chairs,Opportunity,4,35.98,0.12,47.3,126.65,24.83,0.2,Critical,Cash
ORD-12106,2023-02-17,Feb,2023,Destiny Miller,VIP,Home Office,West,Turkmenistan,Michigan,North Whitney,Office Supplies,Paper,Feeling,3,316.75,0.24,15.13,722.19,-41.54,-0.06,Medium,UPI
ORD-12107,2023-08-08,Aug,2023,Corey Morrow,VIP,Home Office,Central,Tajikistan,Virginia,West Juliefort,Office Supplies,Binders,Husband,9,190.61,0.2,7.25,1372.39,-57.75,-0.04,High,Net Banking
ORD-12108,2024-10-10,Oct,2024,Heather Cox,Returning,Home Office,East,Jersey,Michigan,Jimmyborough,Office Supplies,Binders,Including,4,208.36,0.09,5.96,758.43,158.29,0.21,Critical,UPI
ORD-12109,2025-09-17,Sep,2025,Mark Garcia,VIP,Consumer,Central,Kazakhstan,Wyoming,North Stevenville,Office Supplies,Binders,Benefit,3,340.02,0.2,49.31,816.05,78.59,0.1,Critical,Net Banking
ORD-12110,2023-01-23,Jan,2023,Andrea Hall,VIP,Corporate,North,Saint Pierre and Miquelon,Florida,East Catherinemouth,Technology,Accessories,Central,10,730.84,0.09,26.76,6650.64,-409.99,-0.06,High,Cash
ORD-12111,2025-09-14,Sep,2025,Robyn Vance,VIP,Home Office,South,Gambia,Illinois,North Davidstad,Furniture,Chairs,Argue,7,364.48,0.25,29.27,1913.52,380.4,0.2,Medium,Card
ORD-12112,2023-12-04,Dec,2023,Terry Young,Returning,Corporate,North,Slovakia (Slovak Republic),Connecticut,Mcintyreton,Furniture,Tables,Finish,4,279.31,0.26,20.51,826.76,-57.17,-0.07,Critical,Cash
ORD-12113,2025-06-23,Jun,2025,Rhonda Day,Returning,Home Office,Central,Morocco,New Hampshire,Nicholemouth,Technology,Accessories,Audience,8,649.36,0.16,43.54,4363.7,139.74,0.03,Medium,Card
ORD-12114,2024-05-29,May,2024,Christina Mcintyre,Returning,Home Office,North,Northern Mariana Islands,Michigan,Davisborough,Technology,Phones,Thing,1,254.4,0.14,26.03,218.78,10.89,0.05,Critical,Card
ORD-12115,2022-12-13,Dec,2022,Joseph Wallace,VIP,Consumer,West,Chile,Oregon,Lake Michael,Office Supplies,Storage,Indicate,1,188.61,0.28,18.53,135.8,-6.15,-0.05,Low,Card
ORD-12116,2024-03-06,Mar,2024,Michael White,New,Home Office,South,Bouvet Island (Bouvetoya),New Jersey,Roseland,Technology,Laptops,Purpose,1,541.05,0.25,42.98,405.79,-36.05,-0.09,High,Cash
ORD-12117,2024-11-03,Nov,2024,Shannon Sampson,VIP,Home Office,West,Paraguay,Illinois,South Colleenstad,Technology,Accessories,Window,1,548.79,0.08,39.9,504.89,142.74,0.28,Medium,Net Banking
ORD-12118,2023-11-14,Nov,2023,Tony Fuller,VIP,Corporate,East,Russian Federation,South Carolina,North Josechester,Office Supplies,Paper,White,3,247.36,0.16,27.89,623.35,75.77,0.12,Medium,UPI
ORD-12119,2025-05-31,May,2025,Carrie Boyd,VIP,Home Office,East,Zambia,North Carolina,Lake Sarahmouth,Furniture,Bookcases,Class,9,783.58,0.02,8.27,6911.18,1775.87,0.26,Medium,UPI
ORD-12120,2025-11-06,Nov,2025,Jeremy Holt,Returning,Corporate,West,Togo,Tennessee,South Cameronville,Furniture,Bookcases,Produce,1,346.01,0.1,18.97,311.41,32.43,0.1,High,Card
ORD-12121,2024-09-21,Sep,2024,Jose Walters,Returning,Consumer,Central,Slovakia (Slovak Republic),Alaska,Landrymouth,Furniture,Chairs,Return,8,416.56,0.22,32.52,2599.33,653.27,0.25,Low,Cash
ORD-12122,2025-11-03,Nov,2025,Kaylee Smith,VIP,Consumer,West,Somalia,Colorado,Hallberg,Office Supplies,Binders,Hospital,5,551.52,0.14,43.58,2371.54,-192.03,-0.08,Critical,Cash
ORD-12123,2025-06-13,Jun,2025,Robert Powell,New,Consumer,South,Finland,Wisconsin,Rebeccachester,Technology,Laptops,Animal,10,440.69,0.11,36.16,3922.14,226.18,0.06,High,UPI
ORD-12124,2024-10-31,Oct,2024,Sean Bell,Returning,Consumer,North,Tuvalu,Iowa,Charlesburgh,Office Supplies,Storage,Fire,9,583.54,0.17,28.52,4359.04,-26.19,-0.01,High,Cash
ORD-12125,2025-04-10,Apr,2025,Luis Buchanan,Returning,Consumer,South,Sri Lanka,Maine,Transide,Technology,Phones,Forget,1,160.91,0.16,7.95,135.16,15.94,0.12,Low,UPI
ORD-12126,2023-09-23,Sep,2023,Lisa Thompson,New,Home Office,West,Macedonia,Maine,East Laurenport,Furniture,Tables,They,9,473.91,0.06,7.56,4009.28,279.46,0.07,High,Net Banking
ORD-12127,2023-06-06,Jun,2023,William Neal,Returning,Home Office,West,Cayman Islands,Vermont,Smithton,Technology,Phones,Ball,3,322.3,0.18,33.07,792.86,223.95,0.28,High,Card
ORD-12128,2024-11-08,Nov,2024,Katherine Eaton,Returning,Home Office,East,Suriname,Georgia,Port Joshuafurt,Furniture,Bookcases,Decision,8,92.08,0.26,19.05,545.11,-34.07,-0.06,Low,Cash
ORD-12129,2023-10-16,Oct,2023,Wendy Lopez,Returning,Corporate,South,Honduras,Massachusetts,North Nicole,Furniture,Tables,Read,3,136.54,0.15,48.43,348.18,0.78,0.0,Critical,UPI
ORD-12130,2024-05-15,May,2024,Valerie Palmer,VIP,Consumer,West,Taiwan,South Dakota,South Carolynport,Office Supplies,Binders,Data,9,771.95,0.3,7.37,4863.28,385.44,0.08,Critical,UPI
ORD-12131,2025-06-29,Jun,2025,Bailey Rangel PhD,Returning,Consumer,East,Montserrat,New Mexico,North Kristina,Furniture,Bookcases,Role,10,38.62,0.14,35.38,332.13,27.65,0.08,Low,Cash
ORD-12132,2025-07-29,Jul,2025,Danielle Lee,VIP,Home Office,South,Switzerland,New Jersey,East Michael,Office Supplies,Storage,Later,2,675.0,0.07,40.65,1255.5,233.9,0.19,Critical,Cash
ORD-12133,2024-09-18,Sep,2024,Jack Clarke,New,Corporate,West,Puerto Rico,Iowa,Rodriguezport,Furniture,Bookcases,Choose,8,17.11,0.03,21.07,132.77,0.28,0.0,Low,Card
ORD-12134,2025-08-10,Aug,2025,Vincent Hernandez,New,Consumer,South,Christmas Island,Ohio,West Davidshire,Technology,Laptops,Set,7,657.31,0.15,11.33,3910.99,-323.35,-0.08,Low,UPI
ORD-12135,2024-10-24,Oct,2024,John Joseph,Returning,Home Office,East,Congo,Massachusetts,East Cynthiaburgh,Furniture,Bookcases,Fall,5,688.11,0.25,24.33,2580.41,211.88,0.08,High,Net Banking
ORD-12136,2023-04-26,Apr,2023,Ryan Park,VIP,Corporate,Central,Thailand,Iowa,South April,Furniture,Tables,Simply,4,644.83,0.12,18.42,2269.8,76.27,0.03,Low,Net Banking
ORD-12137,2024-03-14,Mar,2024,Jacqueline Butler,Returning,Consumer,Central,Dominican Republic,Wyoming,Richardbury,Office Supplies,Storage,Behind,4,438.63,0.01,35.15,1736.97,428.56,0.25,Critical,Cash
ORD-12138,2025-02-01,Feb,2025,Shannon Schwartz,New,Corporate,Central,Slovakia (Slovak Republic),West Virginia,New Patriciaburgh,Office Supplies,Storage,Especially,1,304.46,0.22,10.42,237.48,43.14,0.18,Low,Net Banking
ORD-12139,2023-03-08,Mar,2023,Matthew Kelly,New,Corporate,Central,Singapore,Alaska,Port Edwardville,Office Supplies,Paper,Tree,6,279.95,0.07,8.25,1562.12,162.52,0.1,Medium,Net Banking
ORD-12140,2024-08-10,Aug,2024,Brandi Jones,New,Consumer,East,Saint Vincent and the Grenadines,Iowa,New Jennifer,Furniture,Bookcases,Reflect,9,723.72,0.26,46.88,4819.98,388.49,0.08,Medium,Net Banking
ORD-12141,2024-04-26,Apr,2024,Derek Kennedy,New,Corporate,South,Benin,New Jersey,Hollowayside,Office Supplies,Storage,Activity,2,371.04,0.05,32.46,704.98,7.6,0.01,Critical,Net Banking
ORD-12142,2025-07-03,Jul,2025,Anthony Silva,VIP,Home Office,South,French Polynesia,Virginia,North Stephanie,Furniture,Tables,Ten,4,778.99,0.14,31.62,2679.73,-169.57,-0.06,Medium,Net Banking
ORD-12143,2024-06-10,Jun,2024,Daniel Bradford,VIP,Consumer,West,Thailand,Maine,Port Trevorchester,Technology,Accessories,Evidence,10,323.17,0.12,45.2,2843.9,750.71,0.26,Low,Card
ORD-12144,2024-09-12,Sep,2024,Jennifer Davis,New,Corporate,North,Uzbekistan,Mississippi,New Steven,Technology,Phones,Behind,8,785.43,0.09,18.3,5717.93,552.04,0.1,High,Net Banking
ORD-12145,2024-11-22,Nov,2024,Marilyn Howe,Returning,Home Office,Central,Sao Tome and Principe,Texas,Lake Juanshire,Furniture,Chairs,Case,1,586.98,0.14,20.02,504.8,62.7,0.12,Medium,UPI
ORD-12146,2024-01-02,Jan,2024,Carmen Martinez,VIP,Corporate,East,Trinidad and Tobago,Kansas,West Coreyberg,Furniture,Bookcases,Gas,6,432.44,0.23,39.25,1997.87,542.81,0.27,Critical,Card
ORD-12147,2023-10-18,Oct,2023,Holly Thompson,New,Consumer,East,Wallis and Futuna,Alabama,New Kelly,Technology,Laptops,Thus,3,328.63,0.11,45.03,877.44,1.39,0.0,Medium,UPI
ORD-12148,2023-02-12,Feb,2023,Stephen Miller,Returning,Corporate,East,Sudan,Texas,New Steven,Technology,Accessories,Really,9,180.23,0.14,20.24,1394.98,381.86,0.27,Low,UPI
ORD-12149,2023-06-06,Jun,2023,Linda Robertson,Returning,Corporate,Central,Jamaica,Montana,West Pamelaland,Technology,Phones,Fight,9,775.59,0.01,10.68,6910.51,1877.2,0.27,Medium,Cash
ORD-12150,2023-05-27,May,2023,Robert Mendoza,VIP,Corporate,South,Hungary,Louisiana,New Brett,Furniture,Chairs,Movement,2,535.35,0.15,46.71,910.1,-67.71,-0.07,High,Cash
ORD-12151,2024-07-25,Jul,2024,Crystal Butler,Returning,Home Office,South,Zambia,New York,Matthewport,Furniture,Tables,Paper,6,53.89,0.18,34.4,265.14,24.63,0.09,Medium,Card
ORD-12152,2024-01-27,Jan,2024,Stephanie Kelly,New,Home Office,East,Grenada,California,Ellisfort,Office Supplies,Storage,High,7,37.63,0.12,5.45,231.8,-0.17,0.0,High,Cash
ORD-12153,2025-07-20,Jul,2025,Lisa Rodriguez,New,Consumer,Central,Cayman Islands,Rhode Island,Lake Aaronstad,Technology,Laptops,Administration,5,166.7,0.04,45.86,800.16,5.25,0.01,Medium,Card
ORD-12154,2024-06-09,Jun,2024,Daniel Owens,Returning,Consumer,Central,Nigeria,Massachusetts,Stephaniehaven,Office Supplies,Binders,Respond,7,661.48,0.23,26.61,3565.38,780.76,0.22,Critical,Card
ORD-12155,2023-07-04,Jul,2023,Michelle Harrington,New,Consumer,West,Vanuatu,Wisconsin,Smithborough,Office Supplies,Storage,Tend,1,698.54,0.24,16.16,530.89,-44.45,-0.08,Low,UPI
ORD-12156,2023-07-06,Jul,2023,Steven Lambert MD,VIP,Consumer,West,French Guiana,Arizona,Maxwellview,Technology,Phones,Leave,8,238.17,0.18,26.33,1562.4,137.08,0.09,Low,Net Banking
ORD-12157,2023-02-21,Feb,2023,Heather Austin,VIP,Home Office,West,Senegal,Delaware,Jamestown,Furniture,Chairs,That,5,171.94,0.03,13.54,833.91,-36.05,-0.04,Critical,Cash
ORD-12158,2025-01-24,Jan,2025,Larry Hernandez,VIP,Home Office,East,Ghana,Delaware,Evansville,Office Supplies,Paper,Face,4,222.18,0.24,28.34,675.43,-2.38,0.0,Low,Card
ORD-12159,2023-03-06,Mar,2023,Sean Boyd,VIP,Corporate,East,Palau,Oregon,Carterbury,Furniture,Tables,Value,2,428.59,0.14,17.87,737.17,-60.62,-0.08,Critical,Net Banking
ORD-12160,2023-04-01,Apr,2023,James Thompson,Returning,Home Office,South,Liechtenstein,Rhode Island,North Joshuaton,Furniture,Tables,Else,2,727.66,0.3,23.46,1018.72,-37.11,-0.04,Low,UPI
ORD-12161,2023-07-31,Jul,2023,Bryan Scott,VIP,Home Office,South,Taiwan,Alaska,Cynthiaburgh,Technology,Accessories,Year,2,762.13,0.3,5.82,1066.98,88.19,0.08,Low,Cash
ORD-12162,2025-09-05,Sep,2025,Darrell Gutierrez,Returning,Corporate,North,Israel,Rhode Island,South Daniel,Technology,Phones,Ten,3,533.54,0.01,32.36,1584.61,-31.44,-0.02,High,Card
ORD-12163,2025-03-30,Mar,2025,Jose Waters,New,Home Office,East,Norfolk Island,Alabama,West Brian,Office Supplies,Storage,Ask,3,304.85,0.07,37.58,850.53,196.0,0.23,Critical,Net Banking
ORD-12164,2025-08-27,Aug,2025,Linda Woods,VIP,Corporate,South,Norfolk Island,Montana,South Brandyhaven,Office Supplies,Paper,Pretty,10,739.09,0.03,21.83,7169.17,1418.21,0.2,Critical,Cash
ORD-12165,2024-08-08,Aug,2024,James Davis,New,Home Office,East,United Kingdom,California,Catherinebury,Furniture,Tables,Camera,7,712.87,0.27,28.29,3642.77,253.99,0.07,High,UPI
ORD-12166,2025-01-10,Jan,2025,Sean Black,Returning,Home Office,East,Montserrat,Alaska,Lake Tonybury,Office Supplies,Storage,American,2,145.38,0.17,22.97,241.33,37.75,0.16,Critical,Cash
ORD-12167,2023-07-05,Jul,2023,Tracy Hartman,New,Consumer,North,Japan,Pennsylvania,Thomasville,Technology,Phones,Threat,2,447.22,0.22,27.31,697.66,183.95,0.26,Critical,UPI
ORD-12168,2024-04-04,Apr,2024,Elizabeth Thompson,New,Home Office,Central,Thailand,Idaho,Thompsonshire,Furniture,Chairs,Need,10,354.63,0.07,44.5,3298.06,-138.32,-0.04,High,Card
ORD-12169,2024-08-12,Aug,2024,Mia West,Returning,Consumer,East,Bahamas,Michigan,Mcdanielshire,Office Supplies,Paper,If,9,160.21,0.24,49.87,1095.84,16.98,0.02,Medium,Card
ORD-12170,2025-03-24,Mar,2025,Jessica Arellano,New,Home Office,North,Christmas Island,Rhode Island,Adamburgh,Office Supplies,Paper,Me,2,494.84,0.03,32.25,959.99,0.56,0.0,High,Card
ORD-12171,2025-06-09,Jun,2025,Rebecca Taylor,VIP,Corporate,Central,Palau,North Carolina,South Danielle,Office Supplies,Storage,Make,4,452.24,0.27,13.79,1320.54,132.94,0.1,Low,Card
ORD-12172,2023-10-28,Oct,2023,Ryan Martinez,VIP,Home Office,West,Martinique,California,Port Trevorport,Office Supplies,Storage,Power,1,561.07,0.13,22.49,488.13,128.57,0.26,Critical,Card
ORD-12173,2023-03-09,Mar,2023,James Hughes,VIP,Consumer,West,Swaziland,North Dakota,Thomasstad,Technology,Accessories,Professor,1,422.44,0.1,32.97,380.2,64.24,0.17,High,Cash
ORD-12174,2025-06-13,Jun,2025,Randy Austin,New,Home Office,Central,Indonesia,Maine,North Shawnville,Furniture,Bookcases,Heart,1,586.51,0.09,9.41,533.72,89.31,0.17,High,Cash
ORD-12175,2023-03-19,Mar,2023,Joseph Jones,VIP,Corporate,East,Mali,West Virginia,Samuelburgh,Furniture,Tables,Describe,8,236.74,0.08,46.68,1742.41,201.67,0.12,Medium,Card
ORD-12176,2025-06-06,Jun,2025,Erika Thomas,VIP,Home Office,Central,Timor-Leste,Michigan,Jerryshire,Technology,Phones,Leader,6,547.16,0.03,44.04,3184.47,243.11,0.08,Low,Cash
ORD-12177,2022-12-12,Dec,2022,Anthony Maddox,VIP,Home Office,North,Uganda,North Dakota,Joshuaside,Furniture,Chairs,Me,8,158.93,0.25,41.8,953.58,237.3,0.25,Low,UPI
ORD-12178,2024-04-07,Apr,2024,Taylor Moore,Returning,Corporate,South,Saint Pierre and Miquelon,Vermont,Wongside,Technology,Phones,Environment,9,547.52,0.07,38.83,4582.74,1264.92,0.28,Medium,Net Banking
